transaction_id,transaction_date,voucher_no,account_head,account_type,category,sub_category,party_name,payment_method,bank_name,reference,debit,credit,amount,remarks,created_by
134,2024-08-13,VCH-000134,Marketing & Sales Expenses,Expense,OPEX,Capital,Prime Services,Bank Transfer,Rupali Bank,REF-0183-wYGE,2426.78,0.0,2426.78,Exactly letter option pick quickly live.,Accounts Officer
135,2025-12-23,VCH-000135,Packing Materials,Expense,COGS,Operations,Prime Services,Cheque,Dutch Bangla Bank,REF-4541-OxNw,6434.53,0.0,6434.53,Me keep stay attention fall major arrive budget.,Managing Director
136,2025-05-18,VCH-000136,Production or Cost of Goods Sold (COGS),Expense,COGS,Operations,Global Enterprises,Nagad,BRAC Bank,REF-3387-rMyq,62535.16,0.0,62535.16,Executive right black involve during.,Accounts Officer
137,2025-06-05,VCH-000137,Product Sales,Revenue,Sales,Sales,Prime Services,Cheque,City Bank,REF-5623-pVTd,0.0,70229.09,70229.09,Family direction fall trial.,Accounts Officer
138,2026-01-03,VCH-000138,Financial Expenses,Expense,Finance,Operations,Prime Services,Nagad,Janata Bank,REF-4205-sGgR,54296.57,0.0,54296.57,Risk level blue full statement cell.,Managing Director
139,2024-10-01,VCH-000139,Miscellaneous Expenses,Expense,Other,Capital,Innovate Ltd.,Nagad,Dutch Bangla Bank,REF-8495-hlzg,51491.53,0.0,51491.53,Apply my both several main probably always.,Managing Director
140,2024-08-03,VCH-000140,Product Sales,Revenue,Sales,Operations,Tech Solutions,Cash,City Bank,REF-0526-CWek,0.0,92774.67,92774.67,Name deep physical prevent.,Accounts Officer
141,2025-07-27,VCH-000141,Marketing & Sales Expenses,Expense,OPEX,Capital,Green Energy Co.,Cheque,Rupali Bank,REF-7346-MVCH,27668.18,0.0,27668.18,Group hour pattern every response campaign affect.,Managing Director
142,2025-03-22,VCH-000142,Depreciation & Amortization,Expense,Non-Cash,COGS,Global Enterprises,Nagad,Nagad,REF-9800-pMVz,15161.15,0.0,15161.15,Pressure teacher management act.,Admin
143,2026-01-16,VCH-000143,Salaries & Employee Benefits,Expense,OPEX,Sales,Prime Services,Cheque,BRAC Bank,REF-5602-aJsy,70510.07,0.0,70510.07,Single contain price toward three husband room area.,Finance Manager
144,2026-05-28,VCH-000144,Product Sales,Revenue,Sales,Capital,XYZ Ltd.,Cash,Janata Bank,REF-4225-IkNS,0.0,49545.11,49545.11,Particular realize way.,Finance Manager
145,2025-12-31,VCH-000145,Cashout Charge,Expense,Bank Charge,Sales,XYZ Ltd.,Bank Transfer,Rupali Bank,REF-2537-gJvQ,6326.36,0.0,6326.36,Democrat realize close movement.,Finance Manager
146,2026-03-08,VCH-000146,Cashout Charge,Expense,Bank Charge,Expense,ABC Corporation,Cash,Sonali Bank,REF-4154-AshZ,42467.08,0.0,42467.08,Really order employee student top young maintain.,Managing Director
147,2025-09-09,VCH-000147,Salaries & Employee Benefits,Expense,OPEX,Banking,Global Enterprises,Nagad,Nagad,REF-5411-PCeF,69210.81,0.0,69210.81,Part cultural get only speak vote.,Finance Manager
148,2025-09-24,VCH-000148,Managing Director Personal Expense,Equity,Drawings,Banking,Innovate Ltd.,Cheque,Rupali Bank,REF-9287-eycX,677.66,0.0,677.66,Enough discover we medical.,Admin
149,2025-11-23,VCH-000149,Loan From Managing Director,Liability,Loan,COGS,XYZ Ltd.,Cash,Sonali Bank,REF-4613-BOGm,60518.37,0.0,60518.37,Fund land style water particularly state discussion old.,Finance Manager
150,2025-02-12,VCH-000150,Financial Expenses,Expense,Finance,Expense,Global Enterprises,Nagad,City Bank,REF-6552-exhh,84665.19,0.0,84665.19,American just interesting natural.,Finance Manager
151,2025-08-15,VCH-000151,Loan From Managing Director,Liability,Loan,Capital,Innovate Ltd.,Cash,City Bank,REF-5136-HcVI,68667.94,0.0,68667.94,Ten determine stock too.,Admin
152,2025-09-23,VCH-000152,Miscellaneous Expenses,Expense,Other,Expense,XYZ Ltd.,Cash,Nagad,REF-2488-Obka,72594.56,0.0,72594.56,Raise power test number anything.,Finance Manager
153,2025-05-11,VCH-000153,Miscellaneous Expenses,Expense,Other,Expense,Innovate Ltd.,Cash,Nagad,REF-0548-lIvF,68945.68,0.0,68945.68,Ok pretty big.,Accounts Officer
154,2024-07-24,VCH-000154,Managing Director Personal Expense,Equity,Drawings,Sales,Tech Solutions,Cash,Janata Bank,REF-6470-vhia,55713.32,0.0,55713.32,About note chance entire expect guess.,Finance Manager
155,2025-01-11,VCH-000155,Miscellaneous Expenses,Expense,Other,Capital,Prime Services,Nagad,BRAC Bank,REF-0569-mLIx,51066.0,0.0,51066.0,Claim ability world rise idea.,Managing Director
156,2025-05-22,VCH-000156,Salaries & Employee Benefits,Expense,OPEX,Operations,Global Enterprises,Cheque,Dutch Bangla Bank,REF-3734-ouzq,52681.77,0.0,52681.77,Form seat care look room.,Managing Director
157,2025-07-16,VCH-000157,Financial Expenses,Expense,Finance,Capital,ABC Corporation,Bkash,Nagad,REF-8883-ifgb,38357.95,0.0,38357.95,Action cover food should professor.,Managing Director
158,2025-06-01,VCH-000158,Loan From Managing Director,Liability,Loan,Sales,Tech Solutions,Nagad,Sonali Bank,REF-8630-BzjB,14788.6,0.0,14788.6,Anything agree house identify cut.,Finance Manager
159,2025-10-23,VCH-000159,Administrative Expenses,Expense,OPEX,Sales,Green Energy Co.,Bank Transfer,Janata Bank,REF-3300-imxX,2237.34,0.0,2237.34,Send own former support tree.,Admin
160,2025-08-31,VCH-000160,Marketing & Sales Expenses,Expense,OPEX,Operations,Tech Solutions,Nagad,Rupali Bank,REF-2576-PUDj,25269.28,0.0,25269.28,Wrong yourself others kind dinner fish head.,Admin
161,2025-07-02,VCH-000161,Financial Expenses,Expense,Finance,Capital,XYZ Ltd.,Cheque,BRAC Bank,REF-1727-GFhq,2121.25,0.0,2121.25,Wait age that left.,Managing Director
162,2024-10-26,VCH-000162,Production or Cost of Goods Sold (COGS),Expense,COGS,Operations,Prime Services,Nagad,Sonali Bank,REF-4774-lMSM,26173.19,0.0,26173.19,Personal me past music partner investment.,Admin
163,2025-04-09,VCH-000163,Marketing & Sales Expenses,Expense,OPEX,Sales,Prime Services,Bank Transfer,Dutch Bangla Bank,REF-5144-iXjd,48612.75,0.0,48612.75,Wife happen how around bring dark.,Managing Director
164,2026-01-10,VCH-000164,Selling & Distribution Expenses,Expense,OPEX,Operations,ABC Corporation,Cash,Dutch Bangla Bank,REF-4852-HPHW,58179.86,0.0,58179.86,Lead realize ability with popular likely.,Admin
165,2026-01-15,VCH-000165,Loan From Managing Director,Liability,Loan,COGS,Green Energy Co.,Bank Transfer,Nagad,REF-3141-UwjN,55440.25,0.0,55440.25,Thus serve good ready.,Finance Manager
166,2026-02-09,VCH-000166,Packing Materials,Expense,COGS,Banking,Innovate Ltd.,Bkash,Dutch Bangla Bank,REF-6295-Tykf,79467.26,0.0,79467.26,Story bank become space.,Managing Director
167,2025-11-09,VCH-000167,Cashout Charge,Expense,Bank Charge,Capital,Global Enterprises,Bank Transfer,Nagad,REF-9869-JuFj,6236.0,0.0,6236.0,Break brother significant color indeed soon have.,Finance Manager
168,2025-02-19,VCH-000168,Managing Director Personal Expense,Equity,Drawings,Capital,Innovate Ltd.,Cheque,City Bank,REF-3698-FmhB,39853.52,0.0,39853.52,Well security quite south control example.,Managing Director
169,2024-06-26,VCH-000169,Administrative Expenses,Expense,OPEX,Banking,ABC Corporation,Bkash,Nagad,REF-7574-nOgq,95904.24,0.0,95904.24,Table second wish investment country travel nice.,Admin
170,2025-12-03,VCH-000170,Administrative Expenses,Expense,OPEX,Operations,Global Enterprises,Bkash,Dutch Bangla Bank,REF-6123-YGKD,69014.05,0.0,69014.05,Smile green kitchen compare staff.,Accounts Officer
171,2024-10-05,VCH-000171,Cashout Charge,Expense,Bank Charge,Capital,Innovate Ltd.,Cash,BRAC Bank,REF-9972-HMbr,17878.77,0.0,17878.77,Option language administration big citizen remember.,Admin
172,2025-05-20,VCH-000172,Marketing & Sales Expenses,Expense,OPEX,Operations,Prime Services,Cheque,Bkash,REF-0741-xIzK,31399.4,0.0,31399.4,Reveal budget table politics test.,Accounts Officer
173,2025-08-10,VCH-000173,Packing Materials,Expense,COGS,Capital,XYZ Ltd.,Cash,BRAC Bank,REF-3161-gVQx,65545.62,0.0,65545.62,Nor staff court policy key.,Accounts Officer
174,2025-04-24,VCH-000174,Administrative Expenses,Expense,OPEX,Expense,Green Energy Co.,Cash,Nagad,REF-6790-EvjB,6759.93,0.0,6759.93,Can important first.,Managing Director
175,2025-06-19,VCH-000175,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Innovate Ltd.,Cheque,BRAC Bank,REF-6421-MVjb,17898.57,0.0,17898.57,Visit her happen.,Finance Manager
176,2026-02-22,VCH-000176,Managing Director Personal Expense,Equity,Drawings,Sales,Tech Solutions,Nagad,Rupali Bank,REF-2784-koyh,74559.26,0.0,74559.26,Election behavior where interest.,Finance Manager
177,2025-10-29,VCH-000177,Product Sales,Revenue,Sales,COGS,Green Energy Co.,Nagad,BRAC Bank,REF-0216-MexN,0.0,92820.53,92820.53,Gun exactly serve democratic specific ever left class.,Finance Manager
178,2024-09-22,VCH-000178,Administrative Expenses,Expense,OPEX,Sales,Tech Solutions,Cash,Bkash,REF-6565-VzOB,6873.68,0.0,6873.68,Stock arm ago stock somebody.,Finance Manager
179,2025-07-26,VCH-000179,Packing Materials,Expense,COGS,Sales,ABC Corporation,Cash,Rupali Bank,REF-2809-VlHf,57242.62,0.0,57242.62,Learn whether key customer the bag listen west.,Finance Manager
180,2025-06-24,VCH-000180,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,XYZ Ltd.,Cheque,Nagad,REF-4401-hvTZ,65986.97,0.0,65986.97,Just small against early group behind.,Accounts Officer
181,2025-07-10,VCH-000181,Financial Expenses,Expense,Finance,Expense,Innovate Ltd.,Cash,BRAC Bank,REF-2776-pXtw,14884.6,0.0,14884.6,Wind analysis happen stock move product manager.,Admin
182,2024-08-30,VCH-000182,Depreciation & Amortization,Expense,Non-Cash,COGS,ABC Corporation,Cash,City Bank,REF-5483-XZSD,91889.09,0.0,91889.09,Marriage discuss always first indeed late season.,Finance Manager
183,2026-01-26,VCH-000183,Financial Expenses,Expense,Finance,COGS,Prime Services,Bkash,Dutch Bangla Bank,REF-3282-MDkj,86564.46,0.0,86564.46,Home minute until door risk what.,Finance Manager
184,2026-05-02,VCH-000184,Administrative Expenses,Expense,OPEX,COGS,XYZ Ltd.,Cheque,City Bank,REF-7916-OjGT,73148.68,0.0,73148.68,Action wind study oil front I.,Finance Manager
185,2025-05-14,VCH-000185,Miscellaneous Expenses,Expense,Other,Capital,Global Enterprises,Cheque,BRAC Bank,REF-1494-UUoC,74591.12,0.0,74591.12,Indeed attention about blood.,Finance Manager
186,2025-07-24,VCH-000186,Packing Materials,Expense,COGS,COGS,ABC Corporation,Bkash,Janata Bank,REF-1585-Elsn,8131.98,0.0,8131.98,Fast politics possible bed.,Admin
187,2024-11-21,VCH-000187,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Tech Solutions,Bkash,Nagad,REF-1397-cqgU,84665.16,0.0,84665.16,Card concern ready.,Accounts Officer
188,2026-04-10,VCH-000188,Cashout Charge,Expense,Bank Charge,Banking,XYZ Ltd.,Nagad,Bkash,REF-0185-EPgI,96905.35,0.0,96905.35,Impact federal fill leg gas.,Admin
189,2025-09-28,VCH-000189,Salaries & Employee Benefits,Expense,OPEX,Expense,Prime Services,Bank Transfer,Rupali Bank,REF-2909-bGqn,31234.79,0.0,31234.79,Of minute recently evidence believe drug federal real.,Admin
190,2025-01-07,VCH-000190,Cashout Charge,Expense,Bank Charge,Banking,Prime Services,Bkash,Bkash,REF-3137-sOUX,24399.53,0.0,24399.53,Scientist whom down type.,Accounts Officer
191,2024-09-15,VCH-000191,Financial Expenses,Expense,Finance,Sales,Global Enterprises,Nagad,Dutch Bangla Bank,REF-6250-QIHQ,46404.46,0.0,46404.46,Now note young per.,Managing Director
192,2025-01-06,VCH-000192,Miscellaneous Expenses,Expense,Other,Capital,Prime Services,Cash,BRAC Bank,REF-3454-gGKG,26698.86,0.0,26698.86,Season until election cut necessary class institution.,Accounts Officer
193,2025-02-28,VCH-000193,Administrative Expenses,Expense,OPEX,Operations,Global Enterprises,Nagad,Sonali Bank,REF-3218-cmvR,80517.61,0.0,80517.61,Treat memory spend show miss light.,Accounts Officer
194,2026-03-10,VCH-000194,Marketing & Sales Expenses,Expense,OPEX,Capital,Innovate Ltd.,Bkash,Janata Bank,REF-9690-Fpjc,2549.05,0.0,2549.05,Forward thousand natural area after herself despite.,Finance Manager
195,2025-04-09,VCH-000195,Miscellaneous Expenses,Expense,Other,Operations,Prime Services,Bkash,Nagad,REF-2092-SUZd,26553.83,0.0,26553.83,Relationship argue situation remain.,Accounts Officer
196,2025-06-06,VCH-000196,Managing Director Personal Expense,Equity,Drawings,Banking,Global Enterprises,Bank Transfer,Sonali Bank,REF-7042-cAWU,31139.08,0.0,31139.08,Total not garden on west believe appear fire.,Managing Director
197,2025-09-11,VCH-000197,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Innovate Ltd.,Cheque,Dutch Bangla Bank,REF-0121-BldX,75163.01,0.0,75163.01,Candidate smile painting herself particular those able.,Finance Manager
198,2026-03-18,VCH-000198,Managing Director Personal Expense,Equity,Drawings,COGS,ABC Corporation,Bkash,Nagad,REF-1082-lDlF,68309.48,0.0,68309.48,Down among change capital.,Finance Manager
199,2024-11-23,VCH-000199,Product Sales,Revenue,Sales,Banking,XYZ Ltd.,Nagad,Bkash,REF-9123-gitJ,0.0,47203.29,47203.29,Picture sing find politics class.,Admin
200,2024-08-18,VCH-000200,Administrative Expenses,Expense,OPEX,Expense,Innovate Ltd.,Nagad,Janata Bank,REF-4341-nBth,10245.35,0.0,10245.35,Week conference firm between player.,Admin
201,2026-03-16,VCH-000201,Salaries & Employee Benefits,Expense,OPEX,COGS,Prime Services,Bkash,Nagad,REF-8158-DSpB,28534.87,0.0,28534.87,Early grow yet product.,Admin
202,2025-10-28,VCH-000202,Investment Payment,Equity,Capital,Capital,ABC Corporation,Nagad,Rupali Bank,REF-1713-WZkz,32771.77,0.0,32771.77,Create of defense can beat still.,Accounts Officer
203,2025-10-09,VCH-000203,Salaries & Employee Benefits,Expense,OPEX,Banking,Tech Solutions,Cheque,BRAC Bank,REF-0683-HsoD,15090.8,0.0,15090.8,Newspaper them record month try.,Managing Director
204,2026-04-26,VCH-000204,Salaries & Employee Benefits,Expense,OPEX,Expense,ABC Corporation,Bkash,City Bank,REF-6793-TUns,43529.06,0.0,43529.06,Institution week someone once similar cut.,Admin
205,2024-08-28,VCH-000205,Miscellaneous Expenses,Expense,Other,Operations,Global Enterprises,Cash,City Bank,REF-2427-EEQQ,36099.74,0.0,36099.74,Time could policy his call hour argue.,Managing Director
206,2024-10-10,VCH-000206,Administrative Expenses,Expense,OPEX,Operations,ABC Corporation,Bkash,Bkash,REF-2807-NLQA,33839.73,0.0,33839.73,Easy positive soon.,Accounts Officer
207,2026-03-28,VCH-000207,Product Sales,Revenue,Sales,Banking,XYZ Ltd.,Cheque,Sonali Bank,REF-7928-qvRE,0.0,57567.42,57567.42,Week letter weight case.,Accounts Officer
208,2025-02-22,VCH-000208,Miscellaneous Expenses,Expense,Other,COGS,Global Enterprises,Cheque,Sonali Bank,REF-1461-ialq,13910.12,0.0,13910.12,Hour phone end wonder if.,Accounts Officer
209,2025-04-01,VCH-000209,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,ABC Corporation,Nagad,Nagad,REF-3750-XUGr,7858.47,0.0,7858.47,Cut hope speech between find on movie.,Admin
210,2025-07-08,VCH-000210,Marketing & Sales Expenses,Expense,OPEX,Banking,Prime Services,Bank Transfer,Dutch Bangla Bank,REF-5512-VuhP,76908.77,0.0,76908.77,Article right whole star can couple.,Admin
211,2024-12-21,VCH-000211,Cashout Charge,Expense,Bank Charge,COGS,Green Energy Co.,Cheque,Nagad,REF-2644-HHIa,53729.07,0.0,53729.07,Yet realize enough.,Accounts Officer
212,2025-09-24,VCH-000212,Miscellaneous Expenses,Expense,Other,Banking,Innovate Ltd.,Bkash,Dutch Bangla Bank,REF-7040-XRBG,99199.74,0.0,99199.74,Citizen prove group.,Managing Director
213,2025-04-24,VCH-000213,Salaries & Employee Benefits,Expense,OPEX,Sales,Green Energy Co.,Cheque,Dutch Bangla Bank,REF-0341-AVth,87326.17,0.0,87326.17,Health voice institution until meeting.,Accounts Officer
214,2025-07-22,VCH-000214,Packing Materials,Expense,COGS,COGS,Prime Services,Cheque,Nagad,REF-8820-wQrk,48562.27,0.0,48562.27,Ago cut democratic protect bar.,Admin
215,2025-03-27,VCH-000215,Managing Director Personal Expense,Equity,Drawings,Expense,Innovate Ltd.,Bank Transfer,Nagad,REF-2909-qiRS,33271.39,0.0,33271.39,System main everyone tax.,Admin
216,2024-07-11,VCH-000216,Investment Payment,Equity,Capital,Expense,Green Energy Co.,Bank Transfer,Sonali Bank,REF-9989-wwaO,18843.45,0.0,18843.45,Final year her expert entire bad full.,Accounts Officer
217,2025-07-25,VCH-000217,Financial Expenses,Expense,Finance,COGS,XYZ Ltd.,Nagad,City Bank,REF-5500-uvgi,7590.02,0.0,7590.02,Speech large a country.,Managing Director
218,2024-06-23,VCH-000218,Loan From Managing Director,Liability,Loan,Expense,Prime Services,Cash,Sonali Bank,REF-0319-lcZV,7253.84,0.0,7253.84,Down shoulder range treat approach environmental seek.,Accounts Officer
219,2026-04-02,VCH-000219,Miscellaneous Expenses,Expense,Other,Expense,Green Energy Co.,Bkash,BRAC Bank,REF-7586-eumT,92794.17,0.0,92794.17,Pull produce sister strategy director.,Admin
220,2025-08-25,VCH-000220,Miscellaneous Expenses,Expense,Other,Sales,Tech Solutions,Cash,Dutch Bangla Bank,REF-5433-yCzL,94429.62,0.0,94429.62,Own accept policy these last.,Managing Director
221,2024-07-11,VCH-000221,Miscellaneous Expenses,Expense,Other,Banking,ABC Corporation,Nagad,City Bank,REF-9935-pdqR,771.76,0.0,771.76,Performance measure system project record camera.,Managing Director
222,2025-05-23,VCH-000222,Loan From Managing Director,Liability,Loan,Expense,Innovate Ltd.,Cheque,Bkash,REF-0757-GooP,67191.44,0.0,67191.44,South spring voice lot same.,Managing Director
223,2025-07-30,VCH-000223,Administrative Expenses,Expense,OPEX,Operations,Tech Solutions,Cash,Janata Bank,REF-9545-cgyd,51910.18,0.0,51910.18,Analysis major woman alone degree that right.,Admin
224,2026-06-07,VCH-000224,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,Green Energy Co.,Cash,Janata Bank,REF-0913-KUcd,87292.41,0.0,87292.41,Ability Mrs audience night.,Finance Manager
225,2025-06-19,VCH-000225,Cashout Charge,Expense,Bank Charge,Capital,ABC Corporation,Bkash,Bkash,REF-4487-DgXG,5371.45,0.0,5371.45,Movement media political use enter prove.,Accounts Officer
226,2026-04-30,VCH-000226,Managing Director Personal Expense,Equity,Drawings,Banking,ABC Corporation,Cash,Nagad,REF-3199-UfJq,68404.01,0.0,68404.01,Industry laugh population care speech green.,Accounts Officer
227,2026-04-02,VCH-000227,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Green Energy Co.,Cheque,Janata Bank,REF-6982-SjHq,19199.75,0.0,19199.75,Detail little product day center a.,Accounts Officer
228,2025-11-05,VCH-000228,Marketing & Sales Expenses,Expense,OPEX,COGS,Global Enterprises,Bkash,Rupali Bank,REF-3480-qDga,62124.52,0.0,62124.52,Investment evidence deal work administration plant way.,Finance Manager
229,2025-07-29,VCH-000229,Packing Materials,Expense,COGS,Expense,Green Energy Co.,Nagad,Sonali Bank,REF-4453-gQkU,12465.44,0.0,12465.44,Actually fill those identify collection.,Managing Director
230,2025-03-09,VCH-000230,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Global Enterprises,Nagad,BRAC Bank,REF-2068-hdRc,39540.91,0.0,39540.91,This hot benefit data yet.,Managing Director
231,2026-04-06,VCH-000231,Selling & Distribution Expenses,Expense,OPEX,Capital,ABC Corporation,Cash,Dutch Bangla Bank,REF-3589-Fgqu,64071.78,0.0,64071.78,Result painting control hold price ask crime.,Accounts Officer
232,2025-12-22,VCH-000232,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Innovate Ltd.,Cash,Bkash,REF-5195-azLe,93181.87,0.0,93181.87,Soon defense success produce.,Managing Director
233,2024-06-21,VCH-000233,Marketing & Sales Expenses,Expense,OPEX,Expense,XYZ Ltd.,Cash,Dutch Bangla Bank,REF-4520-xZsr,91291.03,0.0,91291.03,Car success body area few decide.,Admin
